hex,red,green,blue,prevalence
#c2c1ca,194,193,202,42.8
#99a4ba,153,164,186,16.5
#6287b3,98,135,179,14.6
#2e6ea8,46,110,168,14.2
#e6e4e4,230,228,228,11.9
