hex,red,green,blue,prevalence
#b6cad2,182,202,210,21.7
#e4eaef,228,234,239,21.0
#24252a,36,37,42,19.6
#8fa5ad,143,165,173,15.2
#42444a,66,68,74,13.6
#6c6f74,108,111,116,8.9
