hex,red,green,blue,prevalence
#cbbcd6,203,188,214,38.2
#e7cfdd,231,207,221,26.5
#a7a4cd,167,164,205,12.7
#0d4970,13,73,112,11.0
#7384b5,115,132,181,9.2
#05141c,5,20,28,2.2
