hex,red,green,blue,prevalence
#c5c4cb,197,196,203,36.8
#acb0bf,172,176,191,14.7
#5882b2,88,130,178,12.9
#2a6da7,42,109,167,12.5
#8899b6,136,153,182,12.0
#e7e5e5,231,229,229,11.2
